price,ann_date,type,category,const_type,net_m2,brut_m2,room,age,floor,no_of_floor,heating,due,deposit,no_of_bathroom,no_of_wc,in_site,furniture,location
"2,250TL",19 Şubat 2021,Konut,Kiralık,Betonarme,65 m2,75 m2,1+1,5-10,1. Kat,20,Merkezi Doğalgaz,Belirtilmemiş,4.500 TL,1,1,Evet,Boş,Küçükçekmece
"1,650TL",20 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,1+1,4,7. Kat,19,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Esenyurt
"4,700TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,82 m2,1+1,1,15. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli Kiralık Residenc
"1,750TL",19 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,85 m2,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Belirtilmemiş,3.500 TL,1,1,Hayır,Eşyalı,Ataşehir
"1,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,65 m2,1+1,11-20,Yüksek Giriş,7,Doğalgaz Sobalı,0 TL,1.000 TL,1,Belirtilmemiş,Hayır,Belirtilmemiş,Küçükçekmece
"1,600TL",20 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,1+1,20 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Fatih
"2,600TL",20 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,95 m2,2+1,0 (Yeni),13. Kat,14,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bağcılar
"4,000TL",20 Şubat 2021,Konut,Kiralık,Belirtilmemiş,109 m2,110 m2,3+1,11-20,4. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Evet,Boş,Küçükçekmece
"2,300TL",20 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,80 m2,2+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Fatih
600TL,19 Şubat 2021,Konut,Kiralık,Betonarme,85 m2,90 m2,2+1,20 Ve Üzeri,6. Kat,6,Kombi Doğalgaz,10 TL,600 TL,1,1,Hayır,Eşyalı,Bahçelievler
"2,650TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,90 m2,2+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"7,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,103 m2,147 m2,2+1,3,12. Kat,24,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Eşyalı,Gaziosmanpaşa Kiralık Residenc
"1,250TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,85 m2,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,500TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,80 m2,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,300TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,90 m2,2+1,11-20,4. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,400TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,85 m2,1+1,20 Ve Üzeri,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,000TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,2+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,300TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,85 m2,2+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,950TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,11-20,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"1,600TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,80 m2,2+1,20 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,11-20,2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bahçelievler
"2,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,20 Ve Üzeri,1. Kat,5,Doğalgaz Sobalı,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Bahçelievler
"4,550TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,103 m2,2+1,3,8. Kat,30,Merkezi (Pay Ölçer),350 TL,9.100 TL,1,1,Evet,Eşyalı,Başakşehir
"1,900TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,100 m2,110 m2,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,200TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,90 m2,100 m2,2+1,11-20,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,400TL",19 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,140 m2,3+1,11-20,1. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Kartal
"1,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,45 m2,50 m2,Stüdyo,20 Ve Üzeri,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beşiktaş
"1,000TL",19 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,85 m2,2+1,11-20,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,1.000 TL,1,1,Hayır,Boş,Kartal
"5,400TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,153 m2,3+1,5-10,4. Kat,23,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Eşyalı,Bayrampaşa
"1,550TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,100 m2,120 m2,3+1,3,Kot 1,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Çekmeköy
"1,000TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,70 m2,2+1,11-20,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,750TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,110 m2,120 m2,3+1,4,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Çekmeköy
"2,100TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,2+1,0 (Yeni),2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Ataşehir
"2,550TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,90 m2,3+1,5-10,5. Kat,8,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ataşehir
"4,100TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,125 m2,150 m2,3+1,20 Ve Üzeri,7. Kat,22,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Ataşehir
"1,700TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,75 m2,1+1,20 Ve Üzeri,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"2,300TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,80 m2,2+1,20 Ve Üzeri,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beşiktaş
"2,200TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,20 m2,25 m2,Stüdyo,4,2. Kat,3,Klimalı,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beşiktaş
"2,800TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,86 m2,2+1,0 (Yeni),8. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,800TL",19 Şubat 2021,Konut,Kiralık,Betonarme,70 m2,80 m2,1+1,1,5. Kat,11,Merkezi (Pay Ölçer),0 TL,3.600 TL,1,1,Evet,Boş,Esenyurt
"2,500TL",19 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,130 m2,3+1,20 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,30 TL,5.000 TL,1,1,Hayır,Eşyalı,Avcılar
"2,350TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,135 m2,155 m2,2+2,11-20,3. Kat,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,350TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,115 m2,130 m2,2+1,5-10,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ataşehir
"1,100TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,69 m2,70 m2,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"1,650TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,100 m2,125 m2,2+1,0 (Yeni),Çatı Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ataşehir
"2,100TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,80 m2,1+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,900TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,11-20,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Ümraniye
"1,200TL",19 Şubat 2021,Konut,Kiralık,Betonarme,55 m2,65 m2,1 Oda,0 (Yeni),4. Kat,15,Merkezi (Pay Ölçer),0 TL,2.400 TL,1,1,Evet,Boş,Esenyurt
"465,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,80 m2,2+1,4,Kot 1,2,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beşiktaş
"1,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,60 m2,1+1,11-20,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Beşiktaş
"1,650TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,75 m2,1+1,20 Ve Üzeri,Kot 1,1,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"2,400TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,95 m2,100 m2,2+1,20 Ve Üzeri,Düz Giriş,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,600TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,50 m2,55 m2,1+1,20 Ve Üzeri,Bahçe Katı,6,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"2,800TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,75 m2,1+1,0 (Yeni),Bahçe Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,400TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,60 m2,1+1,20 Ve Üzeri,Düz Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"4,250TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,90 m2,95 m2,2+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"2,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,130 m2,3+1,20 Ve Üzeri,3. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Fatih
"2,500TL",19 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Bahçelievler
"1,600TL",19 Şubat 2021,Konut,Kiralık,Betonarme,60 m2,65 m2,1+1,20 Ve Üzeri,1. Kat,3,Kombi Doğalgaz,30 TL,1.600 TL,1,1,Hayır,Boş,Üsküdar
"1,750TL",19 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,90 m2,2+1,2,Yüksek Giriş,4,Kombi Doğalgaz,Belirtilmemiş,1.750 TL,1,1,Hayır,Boş,Kağıthane
"2,500TL",19 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,20 Ve Üzeri,2. Kat,5,Kombi Doğalgaz,30 TL,2.400 TL,1,2,Hayır,Eşyalı,Bahçelievler
900TL,19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,75 m2,2+1,5-10,5. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Pendik
"1,650TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,48 m2,71 m2,1+1,4,2. Kat,7,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Pendik
"11,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,230 m2,3+1,4,10. Kat,26,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Eşyalı,Gaziosmanpaşa Kiralık Residenc
"1,900TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,100 m2,3+1,20 Ve Üzeri,4. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Gaziosmanpaşa
"1,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,110 m2,125 m2,3+1,11-20,Düz Giriş,3,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Pendik
"3,500TL",18 Şubat 2021,Konut,Kiralık,Betonarme,105 m2,118 m2,3+1,20 Ve Üzeri,3. Kat,5,Kombi Doğalgaz,235 TL,3.500 TL,1,2,Evet,Boş,Sarıyer
"15,000TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,230 m2,300 m2,4+1,5-10,Villa Tipi,3,Kombi Doğalgaz,Belirtilmemiş,15.000 TL,4,Belirtilmemiş,Evet,Belirtilmemiş,Sarıyer Kiralık V
"22,000TL",18 Şubat 2021,Konut,Kiralık,Betonarme,320 m2,340 m2,4+2,3,4. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,3,Belirtilmemiş,Hayır,Belirtilmemiş,Bakırköy
"2,000TL",18 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,125 m2,3+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,2.000 TL,1,2,Hayır,Boş,Üsküdar
"2,000TL",18 Şubat 2021,Konut,Kiralık,Betonarme,80 m2,90 m2,2+1,20 Ve Üzeri,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Boş,Küçükçekmece
"3,200TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,98 m2,123 m2,2+1,5-10,1. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Eşyalı,Pendik
650TL,18 Şubat 2021,Konut,Kiralık,Betonarme,60 m2,70 m2,Stüdyo,20 Ve Üzeri,Düz Giriş,3,Kombi Doğalgaz,20 TL,650 TL,1,1,Hayır,Boş,Pendik
550TL,18 Şubat 2021,Konut,Kiralık,Betonarme,85 m2,90 m2,2+1,11-20,Düz Giriş,2,Sobalı,Belirtilmemiş,550 TL,1,1,Hayır,Boş,Pendik
"2,550TL",18 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,90 m2,2+1,4,1. Kat,5,Merkezi Doğalgaz,250 TL,5.000 TL,1,1,Evet,Eşyalı,Beylikdüzü
"10,500TL",18 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,1,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,2,Hayır,Eşyalı,Beşiktaş
"1,950TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,67 m2,1+1,2,9. Kat,15,Yerden Isıtma,240 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Sancaktepe
"2,650TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,140 m2,3+1,20 Ve Üzeri,3. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Bahçelievler
"3,100TL",19 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,116 m2,2+1,11-20,7. Kat,7,Kombi Doğalgaz,490 TL,Belirtilmemiş,2,Belirtilmemiş,Hayır,Belirtilmemiş,Ümraniye
"1,350TL",18 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,85 m2,1+1,20 Ve Üzeri,Kot 1,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Belirtilmemiş,Beşiktaş
"2,100TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,55 m2,65 m2,1+1,4,Bahçe Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Ümraniye
"1,000TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,40 m2,45 m2,Stüdyo,5-10,6. Kat,27,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Esenyurt Kiralık Residenc
"2,250TL",18 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,80 m2,2+1,20 Ve Üzeri,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Evet,Boş,Üsküdar
"2,100TL",18 Şubat 2021,Konut,Kiralık,Betonarme,110 m2,115 m2,3+1,20 Ve Üzeri,Çatı Katı,5,Kombi Doğalgaz,40 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Bahçelievler
"2,500TL",19 Şubat 2021,Konut,Kiralık,Ahşap,135 m2,136 m2,3+1,4,Düz Giriş,1,Kombi Doğalgaz,1 TL,Belirtilmemiş,1,Belirtilmemiş,Hayır,Belirtilmemiş,Üsküdar Kiralık Müstakil Ev
"3,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,90 m2,2+1,0 (Yeni),1. Kat,17,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Zeytinburnu Kiralık Residenc
"4,200TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,110 m2,120 m2,2+1,0 (Yeni),13. Kat,23,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Kadıköy Kiralık Residenc
"2,100TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,80 m2,90 m2,2+1,20 Ve Üzeri,1. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Şişli
"2,950TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,90 m2,2+1,20 Ve Üzeri,4. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,600TL",19 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,130 m2,3+1,20 Ve Üzeri,5. Kat,9,Kombi Doğalgaz,70 TL,1.600 TL,1,1,Evet,Boş,Kartal
850TL,19 Şubat 2021,Konut,Kiralık,Betonarme,85 m2,100 m2,2+1,11-20,3. Kat,3,Sobalı,Belirtilmemiş,850 TL,1,1,Hayır,Boş,Pendik
"7,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,140 m2,240 m2,4+1,4,15. Kat,24,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Evet,Belirtilmemiş,Gaziosmanpaşa
"6,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,134 m2,135 m2,3+1,5-10,8. Kat,9,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Bayrampaşa
"6,750TL",18 Şubat 2021,Konut,Kiralık,Betonarme,120 m2,125 m2,3+1,0 (Yeni),6. Kat,6,Kombi Doğalgaz,Belirtilmemiş,7.000 TL,2,2,Hayır,Belirtilmemiş,Üsküdar
"1,450TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,95 m2,2+1,5-10,1. Kat,2,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Ümraniye
"2,900TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,115 m2,2+1,3,22. Kat,30,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Hayır,Boş,Ataşehir
"2,850TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,90 m2,118 m2,2+1,5-10,12. Kat,14,Merkezi (Pay Ölçer),Belirtilmemiş,Belirtilmemiş,2,Belirtilmemiş,Evet,Eşyalı,Tuzla
"5,000TL",18 Şubat 2021,Konut,Kiralık,Betonarme,145 m2,165 m2,3+1,20 Ve Üzeri,2. Kat,5,Merkezi Doğalgaz,Belirtilmemiş,Belirtilmemiş,2,3,Hayır,Boş,Bakırköy
"3,000TL",18 Şubat 2021,Konut,Kiralık,Betonarme,110 m2,130 m2,2+1,4,1. Kat,8,Kombi Doğalgaz,120 TL,6.000 TL,2,2,Evet,Eşyalı,Beylikdüzü
"2,100TL",18 Şubat 2021,Konut,Kiralık,Betonarme,115 m2,125 m2,3+1,11-20,2. Kat,10,Kombi Doğalgaz,150 TL,4.000 TL,1,2,Hayır,Boş,Beylikdüzü
"1,500TL",18 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,20 Ve Üzeri,4. Kat,5,Kombi Doğalgaz,30 TL,1.500 TL,Yok,2,Hayır,Boş,Avcılar
"2,750TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,70 m2,1+1,5-10,1. Kat,6,Kombi Doğalgaz,0 TL,0 TL,1,1,Hayır,Eşyalı,Kadıköy
"1,350TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,75 m2,2+1,4,3. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Pendik
"1,600TL",19 Şubat 2021,Konut,Kiralık,Betonarme,65 m2,70 m2,1+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Belirtilmemiş,3.200 TL,1,1,Hayır,Eşyalı,Beylikdüzü
"1,600TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,70 m2,80 m2,2+1,5-10,Çatı Katı,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Çekmeköy
"1,750TL",18 Şubat 2021,Konut,Kiralık,Betonarme,75 m2,85 m2,2+1,20 Ve Üzeri,Yüksek Giriş,4,Merkezi Doğalgaz,50 TL,1 TL,1,1,Hayır,Boş,Bahçelievler
"2,700TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,60 m2,70 m2,1+1,20 Ve Üzeri,2. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,1,Hayır,Eşyalı,Şişli
"1,000TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,65 m2,75 m2,2+1,5-10,2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Pendik
"2,400TL",18 Şubat 2021,Konut,Kiralık,Belirtilmemiş,120 m2,130 m2,3+1,4,1. Kat,4,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Eşyalı,Esenyurt
"1,500TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,85 m2,95 m2,2+1,11-20,Yüksek Giriş,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beyoğlu
"1,600TL",18 Şubat 2021,Konut,Kiralık,Betonarme,90 m2,100 m2,2+1,11-20,2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,1.600 TL,1,1,Hayır,Boş,Bağcılar
"2,250TL",19 Şubat 2021,Konut,Kiralık,Belirtilmemiş,75 m2,80 m2,2+1,20 Ve Üzeri,2. Kat,5,Kombi Doğalgaz,Belirtilmemiş,Belirtilmemiş,1,Belirtilmemiş,Hayır,Boş,Beşiktaş
"1,700TL",19 Şubat 2021,Konut,Kiralık,Betonarme,100 m2,110 m2,2+1,11-20,1. Kat,8,Kombi Doğalgaz,Belirtilmemiş,3.400 TL,1,1,Hayır,Boş,Esenyurt
